playerId,name,I_F_flurryAdjustedxGoals,games_played
8471368,Roman Wick,0.83,7
8471371,Mike Brown,31.86,388
8471372,Ben Walter,0.07,6
8471385,Adam Pardy,10.29,341
8471386,Scott Parse,7.97,73
8471388,Patrick Kaleta,23.84,301
8471390,Mike Santorelli,70.64,406
8471392,Roman Polak,35.97,781
8471396,Derek Peltier,0.19,14
8471399,Robbie Earl,3.59,38
8471402,Lennart Petrell,4.92,95
8471409,Andrew Gordon,3.77,54
8471411,Chad Kolarik,0.76,6
8471413,Mike Vernace,0.7,22
8471419,Mark Mancari,5.86,39
8471426,Troy Brouwer,158.46,839
8471428,Pierre-Luc Letourneau-Leblond,1.16,41
8471429,Tyler Eckford,0.31,7
8471436,Matt Hunwick,25.31,521
8471450,Brandon Yip,24.27,174
8471451,Aaron Gagnon,2.93,38
8471457,Gregory Stewart,2.36,25
8471474,Travis Morin,1.01,13
8471476,Daniel Winnik,88.36,717
8471477,Jakub Petruzalek,0,2
8471480,Janne Pesonen,0.13,7
8471482,Grant Clitsome,10.9,205
8471483,Kyle Wilson,4.94,42
8471490,Adam Cracknell,19.82,210
8471498,Jannik Hansen,88.19,621
8471504,Rene Bourque,116.33,540
8471508,Olivier Magnan,0.27,18
8471514,Rich Peverley,84.83,396
8471516,Riley Armstrong,0.06,2
8471521,Brad Staubitz,9.22,229
8471628,Rick Rypien,5.32,90
8471634,Ryan Shannon,27.22,225
8471636,Tim Sestito,4.83,101
8471641,Mike Iggulden,1.11,11
8471657,Cody McLeod,73.91,727
8471663,Mike Blunden,8.66,117
8471664,Mason Raymond,93.74,496
8471668,Mattias Ritola,4.76,41
8471669,Paul Stastny,256.82,997
8471670,Guillaume Latendresse,44.14,188
8471671,Dustin Kohn,0.16,22
8471675,Sidney Crosby,426.81,1138
8471676,Bobby Ryan,206.93,843
8471677,Jack Johnson,74.38,1156
8471678,Benoit Pouliot,104.46,610
8471680,Gilbert Brule,25.3,153
8471681,Jack Skille,48.25,352
8471682,Devin Setoguchi,118.31,471
8471683,Brian Lee,6.26,203
8471685,Anze Kopitar,327.93,1300
8471686,Marc Staal,58.1,1055
8471689,Ryan O'Marra,1.14,33
8471691,Martin Hanzal,136.79,598
8471692,Ryan Parent,1.7,83
8471693,Jakub Kindl,17.2,330
8471694,Kenndal McArdle,1.27,42
8471696,Matt Lashoff,1.37,44
8471697,Niclas Bergfors,28.4,172
8471698,T.J. Oshie,258.21,1009
8471699,Andrew Cogliano,183.31,1212
8471700,Matt Pelech,0.48,13
8471701,Joe Finley,0.1,21
8471702,Matt Niskanen,62.13,869
8471703,Steve Downie,60.52,402
8471704,Vladimir Mihalik,0.42,15
8471705,Brendan Mikkelson,3.4,131
8471707,James Neal,250.35,868
8471708,Ryan Stoa,7.69,40
8471709,Marc-Edouard Vlasic,76.51,1159
8471710,Taylor Chorney,5.32,166
8471711,Scott Jackson,0,1
8471713,Petr Kalus,0,2
8471714,Michael Sauer,4.18,98
8471716,Justin Abdelkader,130.76,736
8471717,Adam McQuaid,12.59,512
8471718,Marc-Andre Cliche,8.04,151
8471719,Matt Kassian,3.81,76
8471724,Kris Letang,145.43,1090
8471728,Brodie Dupont,0.01,1
8471729,Kris Russell,51.09,843
8471730,Evan Brophey,0.16,4
8471733,Rich Clune,7.38,139
8471735,Keith Yandle,107.29,1055
8471736,Radek Smolenak,0.89,7
8471738,Perttu Lindgren,0,1
8471741,Teemu Laakso,0.32,17
8471742,Cody Franson,33.5,550
8471743,Vladimir Sobotka,58.11,500
8471746,Phil Oreskovic,0.41,10
8471747,Mikko Lehtonen,0.11,2
8471748,Mark Fraser,3.91,213
8471752,Marc-Andre Gragnani,2.63,76
8471753,T.J. Hensick,11.14,81
8471756,Oskars Bartulis,1.93,66
8471760,Cody Bass,1.81,54
8471761,Chris Butler,15.33,406
8471762,Chris VandeVelde,25.67,278
8471763,Ilya Zubov,0.72,10
8471764,Patrick Davis,0.44,9
8471766,Jared Boll,22.92,503
8471767,Blair Jones,12.37,107
8471768,Tom Pyatt,54.55,445
8471769,Niklas Hjalmarsson,25.43,808
8471778,Jordan Lavallee-Smotherman,0.1,2
8471786,Ray Macias,0.5,8
8471794,Darren Helm,141.84,815
8471803,Brian Salcido,0.05,2
8471804,Nathan Gerbe,74.44,435
8471807,Tom Wandell,22.38,228
8471810,Derek Joslin,5.24,116
8471811,Cal O'Reilly,14.14,146
8471816,Mark Fayne,13.7,388
8471817,Ryan Reaves,71.78,912
8471821,Matt Watkins,0,1
8471829,Justin Mercier,0.66,9
8471832,Nick Drazenovic,1.33,12
8471840,Brett Sutter,4.42,62
8471842,Tim Kennedy,18.53,162
8471846,Kris Fredheim,0.01,3
8471848,Andrey Zubarev,0.07,4
8471851,Matt D'Agostini,49.08,324
8471853,Nicolas Blanchard,0.29,9
8471856,Joe Vitale,20.5,234
8471859,Sergei Kostitsyn,44.61,314
8471862,Colin Greening,52.63,286
8471863,Mario Bliznak,0.43,6
8471868,Ryan Russell,3.69,41
8471873,Anton Stralman,60.47,886
8471879,Kyle Cumiskey,5.36,92
8471885,Chad Rau,0.84,9
8471887,Patric Hornqvist,294.69,901
8471895,Shaun Heshka,0.16,8
8471912,Kevin Henderson,0.59,4
8471916,Mike Angelidis,1.12,14
8471941,Mike Duco,1.18,18
8471956,Andrew Desjardins,38.13,408
8471958,Dan Girardi,41.94,810
8471972,Ryan Keller,0.35,6
8471976,David Desharnais,74.75,524
8471978,Brett Festerling,1.53,88
8471996,Bracken Kearns,4.18,35
8472008,Kurtis McLean,0.24,4
8472215,Ryan Vesce,2.78,19
8472248,Jared Ross,1.67,13
8472262,Clay Wilson,2.36,29
8472263,Chris Durno,2.75,43
8472338,Jaime Sifers,0.95,37
8472355,Rod Pelley,13.87,189
8472361,Bill Thomas,3.98,47
8472365,Bobby Robins,0,3
8472368,Chris Conner,16.37,147
8472370,Jordan Hendry,2.82,91
8472379,Tim Stapleton,14.75,118
8472382,Andy Greene,50.07,975
8472394,Peter Harrold,13.58,237
8472410,Stephen Gionta,32.11,301
8472424,Ryan Hamilton,3.51,30
8473385,Ville Koistinen,3.72,55
8473407,Per Ledin,0.07,3
8473412,Bryan Little,187.88,795
8473415,Alex Biega,12.08,243
8473416,Michael Caruso,0,2
8473419,Brad Marchand,323.38,1100
8473422,Nick Foligno,239.05,1188
8473426,Mike Weber,10.04,335
8473431,Bud Holloway,0.01,1
8473432,Derek Dorsett,61.21,514
8473433,Kevin Quick,0.28,6
8473438,Mathieu Carle,0.09,3
8473440,Will O'Neill,0.05,1
8473444,Jon Matsumoto,1.13,14
8473446,Erik Johnson,81.02,945
8473449,Kyle Okposo,238.1,1041
8473453,Trevor Lewis,149.49,1034
8473456,Rhett Rakhshani,0.53,7
8473459,Arturs Kulda,0.3,15
8473463,Leo Komarov,75.26,491
8473465,Jamie McGinn,110.28,614
8473466,Ryan White,27.54,312
8473468,Eric Gryba,10.77,289
8473473,Milan Lucic,209,1098
8473482,Jiri Tlusty,72.05,388
8473484,Kaspars Daugavins,7.85,91
8473485,Chris Stewart,125.03,668
8473488,Sergei Shirokov,0.93,8
8473491,Tomas Kana,0.19,6
8473492,Matt Beleskey,69.34,477
8473493,Ben Maxwell,3.08,47
8473496,Oskar Osala,0.31,3
8473501,Ty Wishart,1.96,26
8473504,Cal Clutterbuck,157.91,1062
8473505,Peter LeBlanc,0.09,1
8473507,Jeff Petry,80.09,981
8473510,Jonas Junland,0.4,4
8473511,David McIntyre,0.33,7
8473512,Claude Giroux,307.78,1261
8473514,Jesse Joensuu,15.14,129
8473525,Theo Peckham,3.86,159
8473526,Peter Mueller,38.09,215
8473533,Jordan Staal,299.6,1165
8473534,Patrik Berglund,145.39,717
8473536,James Sheppard,34.29,316
8473537,Viktor Stalberg,91.63,488
8473539,Carl Sneep,0,1
8473542,Tom Sestito,9.54,153
8473544,Derick Brassard,178.81,995
8473546,Michael Grabner,161.89,639
8473548,Phil Kessel,314.91,1133
8473550,Andrew Bodnarchuk,0.39,42
8473558,Cory Emmerton,10.37,139
8473560,Korbinian Holzer,5.96,208
8473562,John McCarthy,9.14,88
8473563,Nicklas Backstrom,220.21,1022
8473564,Michael Frolik,164.28,858
8473565,Brian Strait,6.04,187
8473568,Andreas Nodl,21.42,183
8473569,Jan Mursak,2.92,46
8473571,Jamie McBain,22.72,348
8473573,Artem Anisimov,159.13,771
8473574,Shawn Matthias,88.84,547
8473579,Nikolay Kulemin,121.67,668
8473580,Matthew Corrente,0.63,34
8473582,Ivan Vishnevskiy,0.33,5
8473584,Andrew MacDonald,29.6,585
8473588,Erik Condra,48.19,372
8473589,Chris Summers,1.77,70
8473592,Vladimir Zharkov,6.89,82
8473600,Benn Ferriero,14.22,98
8473604,Jonathan Toews,293.33,1003
8473605,Alexander Vasyunov,1.29,18
8473608,Blake Geoffrion,4.87,55
8473610,Bobby Sanguinetti,2.4,45
8473611,Shane Sims,0,1
8473616,Jonathan Rheault,0.14,5
8473618,Mathieu Perreault,125.13,708
8473646,Ryan Carter,41.78,439
8473647,Frederic St-Denis,0.53,21
8473658,Victor Bartley,3.76,121
8473673,David Schlemko,22.41,414
8473682,Andrew Ebbett,26.52,221
8473687,Trevor Frischmon,0.24,3
8473700,Ryan Wilson,8.99,230
8473712,Frazer McLaren,3.82,102
8473722,John Scott,7.92,286
8473734,Tim Wallace,5.23,101
8473827,Jamie Fraser,0,1
8473867,Greg Rallo,1.58,11
8473898,Paul Szczechura,14.94,92
8473904,Kyle Greentree,0.17,2
8473905,Sean Bentivoglio,0.07,1
8473908,Kevin Westgarth,8.26,169
8473911,Steven Pinizzotto,1.95,36
8473913,Sean Collins,0.67,21
8473914,Mark Letestu,78.45,566
8473916,Steve Wagner,0.72,22
8473921,Joe Piskula,0.14,8
8473924,Cory Murphy,4.55,44
8473927,Brad Mills,2.17,34
8473931,Lee Sweatt,0.22,3
8473932,Darroll Powe,35.45,329
8473933,Ben Lovejoy,22.47,544
8473942,Trevor Smith,10.29,106
8473944,Matt Anderson,0.1,2
8473953,Derek Smith,3.76,94
8473962,Teddy Purcell,92.38,561
8473970,Rob Klinkhammer,22.71,193
8473973,Antti Pihlstrom,6.41,53
8473986,Alex Killorn,215.3,950
8473989,Luke Gazdic,6.19,147
8473991,Karl Alzner,22.04,685
8473992,Justin Falk,7.44,279
8473994,Jamie Benn,360.56,1190
8473997,Luca Caputi,5.58,35
8473999,Nick Palmieri,15.49,87
8474000,Steven Kampfer,12.32,231
8474001,TJ Galiardi,48.95,321
8474002,Colby Cohen,0.17,3
8474005,Alex Grant,0.4,7
8474008,Paul Carey,5.98,100
8474009,Nick Bonino,137.53,868
8474012,John Albert,0.14,9
8474013,Ian Cole,39.2,908
8474018,Christopher DiDomenico,3.07,27
8474019,Tommy Cross,0,3
8474024,Jim O'Brien,7.19,77
8474025,Eric Tangradi,14.81,150
8474027,Justin Braun,40.24,841
8474029,Cade Fairchild,0.07,5
8474030,Aaron Palushaj,4.77,68
8474031,Kevin Shattenkirk,84.75,951
8474032,Nick Petrecki,0,1
8474034,Patrick Maroon,143.02,847
8474035,Bill Sweatt,0.14,3
8474037,James van Riemsdyk,322.16,1082
8474038,Paul Byron,84.4,521
8474040,Sam Gagner,180.43,964
8474042,Cody Almond,1.12,25
8474045,Zach Hamill,1.5,20
8474046,Alex Plante,0.22,10
8474048,Keith Aulie,4.29,167
8474049,Akim Aliu,0.57,7
8474050,Brett MacLean,1.89,18
8474052,Chris Terry,18.68,152
8474053,Logan Couture,272.42,932
8474056,P.K. Subban,85.12,834
8474059,Linus Omark,10.25,79
8474061,Anthony Peluso,8.54,148
8474062,Riley Nash,80.48,628
8474063,Mark Katic,0.17,11
8474066,Thomas Hickey,24.51,456
8474068,Kyle Turris,144.81,772
8474074,Paul Postma,9.92,205
8474076,John Negrin,0.06,3
8474077,Carson McMillan,1.38,16
8474085,Johan Harju,0.96,10
8474089,Brad Malone,15.09,217
8474090,Brendan Smith,45.08,726
8474091,Brandon Sutter,138.37,768
8474094,Matt Halischuk,35,280
8474095,Dana Tyrell,11.62,135
8474096,Nick Spaling,51.31,437
8474098,Colton Sceviour,82.85,532
8474100,Dwight King,53.37,365
8474102,David Perron,246.39,1112
8474113,TJ Brennan,4.95,53
8474114,Oscar Moller,14.47,87
8474121,Colton Gillies,8.51,154
8474125,Carl Gunnarsson,24,630
8474128,Milan Kytnar,0.07,1
8474130,Corey Tropp,10.22,149
8474131,Mario Kempe,5.93,70
8474134,Yannick Weber,31.64,499
8474135,Brett Bellemore,3.76,121
8474137,Drayson Bowman,23.46,179
8474138,Dustin Jeffrey,15.51,131
8474139,Maxime Macenauer,1.06,29
8474141,Patrick Kane,365.04,1220
8474143,Ryan Thang,0,1
8474145,Robert Bortuzzo,22.87,576
8474146,Spencer Machacek,1.96,25
8474149,Evgenii Dadonov,147.23,615
8474150,Mikael Backlund,246.23,1066
8474151,Ryan McDonagh,77.04,1009
8474153,Michal Repik,12.29,72
8474154,Andreas Thuresson,1.73,25
8474157,Max Pacioretty,294.34,939
8474161,Jakub Voracek,230.33,1057
8474162,Jake Muzzin,56.56,683
8474163,Kevin Marshall,0.42,10
8474164,Jonathon Blum,3.81,110
8474166,Alec Martinez,64.02,862
8474168,Joakim Andersson,18.9,205
8474176,Carl Hagelin,131.18,713
8474177,Jon Kalinski,1.33,22
8474184,Keaton Ellerby,5.76,212
8474189,Lars Eller,191.94,1115
8474190,Wayne Simmonds,265.53,1037
8474192,Matt Frattin,19.54,135
8474195,Maksim Mayorov,1.72,22
8474201,Pierre-Cedric Labrie,2.65,46
8474207,Nick Holden,40.15,653
8474218,Jason Demers,42.77,699
8474220,Jerome Samson,5.15,46
8474222,Maxim Noreau,0.59,6
8474225,Nate Raduns,0,1
8474230,Micheal Haley,20.64,273
8474236,Brett Gallant,0.12,4
8474250,Zack Smith,101.3,662
8474291,Jay Beagle,77.27,645
8474383,Joel Rechlicz,0.33,26
8474436,Brock Trotter,0.48,2
8474497,Michael Kostka,5.65,85
8474498,Jesse Winchester,36.75,284
8474500,Derek Whitmore,0.27,2
8474511,Jeff Penner,0.11,2
8474516,Bryan Lerg,0.9,8
8474518,Davis Drewiske,5.13,135
8474519,Jack Hillen,16.38,301
8474520,Jason Garrison,43.28,555
8474531,Mike Moore,0.1,6
8474535,Chris Mueller,5.6,53
8474551,Ville Leino,41.41,286
8474552,Fabian Brunnstrom,12.85,104
8474554,Eric Selleck,0.44,3
8474557,Anssi Salmela,5.12,112
8474563,Drew Doughty,138.92,1207
8474564,Steven Stamkos,416.4,1164
8474565,Alex Pietrangelo,135.12,1087
8474566,Nikita Filatov,4.6,53
8474567,Zach Bogosian,63.24,929
8474568,Luke Schenn,45.61,1069
8474569,Colin Wilson,110.69,628
8474570,Cody Hodgson,58.26,328
8474571,Mikkel Boedker,114.49,707
8474573,Josh Bailey,175.97,1056
8474574,Tyler Myers,89.34,1066
8474575,Colten Teubert,0.59,24
8474576,Zach Boychuk,14.29,127
8474577,Joe Colborne,33.11,294
8474578,Erik Karlsson,145.29,1084
8474579,Luca Sbisa,21.41,549
8474581,Jake Gardiner,45.33,645
8474582,Mattias Tedenby,13.31,120
8474584,Michael Del Zotto,52.07,736
8474585,Tyler Cuma,0,1
8474586,Jordan Eberle,272.2,1059
8474587,Greg Nemisz,0.77,15
8474588,Viktor Tikhonov,11.91,110
8474589,Tyler Ennis,140.75,700
8474590,John Carlson,131.55,1087
8474592,Philip McRae,1.43,15
8474594,Slava Voynov,16.51,190
8474597,Cody Goloubef,4.05,159
8474598,Nicolas Deschamps,0.11,3
8474600,Roman Josi,159.88,962
8474601,Yann Sauve,0.13,8
8474602,Justin Schultz,65.1,747
8474603,Eric O'Dell,3.12,41
8474604,Aaron Ness,2.84,72
8474605,Patrick Wiercioch,16.49,267
8474606,Colby Robak,2.01,47
8474607,Max Sauve,0,1
8474609,Luke Adam,13.69,90
8474610,Zac Dalpe,16.08,168
8474611,Cameron Gaunce,1.21,37
8474612,Travis Hamonic,54.62,900
8474613,Derek Stepan,173.4,889
8474615,Jared Staal,0.28,2
8474616,Patrice Cormier,4.4,52
8474618,Marco Scandella,41.28,783
8474625,Jimmy Hayes,58.83,334
8474627,Jori Lehtera,31.35,307
8474628,Michael Stone,30.5,551
8474629,Shawn Lalonde,0,1
8474631,Marc-Andre Bourdon,2.36,45
8474634,Evgeny Grachev,1.39,34
8474638,Andrew Campbell,1.46,42
8474641,Adam Henrique,229.75,993
8474642,Lance Bouma,43.85,357
8474646,Brandon McMillan,20.75,171
8474649,Tomas Kundratek,1.71,30
8474657,Jamie Arniel,0.34,1
8474659,Matt Donovan,4.71,69
8474660,David Warsofsky,2.63,55
8474661,Michal Jordan,4.13,79
8474662,Johan Motin,0,1
8474666,David Ullstrom,7.75,49
8474668,Dale Weise,54.9,513
8474670,Andre Petersson,0,1
8474673,TJ Brodie,58.81,962
8474674,James Wright,11.23,146
8474679,Gustav Nyquist,199.47,862
8474681,Andrei Loktionov,20.93,155
8474683,Derek Grant,63.75,428
8474685,Matt Calvert,90.66,566
8474688,Greg Pateryn,9.92,289
8474691,Philippe Cornet,0,2
8474693,Tomas Kubalik,0.86,12
8474697,Mark Borowiecki,15.75,458
8474698,Brent Regner,0.2,7
8474705,Mark Olver,7.02,74
8474707,Philip Larsen,9.65,151
8474709,Matt Martin,111.33,994
8474715,Cam Atkinson,244.92,809
8474716,Jared Spurgeon,90.37,933
8474717,Mark Barberio,16.1,271
8474719,Teemu Hartikainen,6.85,52
8474722,Luke Witkowski,5.29,132
8474727,Ben Smith,33.51,237
8474730,Jonas Holos,1.39,39
8474731,Justin DiBenedetto,0.19,8
8474736,Zac Rinaldo,22.36,374
8474739,Tommy Wingels,75.09,447
8474743,Zach Redmond,7.38,133
8474744,Sean Collins,0.74,21
8474748,Andrew MacWilliam,0.16,12
8474749,Matt Bartkowski,10.7,256
8474762,Stefan Della Rovere,0.35,7
8474772,Stu Bickel,1.29,76
8474774,Dalton Prout,7,264
8474793,Justin Hodgman,0.71,5
8474818,Jordie Benn,24.25,607
8474837,Mark Cundari,1.09,8
8474844,Carter Bancks,0,2
8474849,Antoine Roussel,90.54,606
8474850,Brandon Mashinter,4.02,64
8474870,Tyler Johnson,170.31,756
8474873,Brian Lashoff,3.62,136
8474884,Mike Hoffman,169.92,744
8474892,Eric Wellwood,4.9,31
8474939,Mark Van Guilder,0,1
8475060,Matt Taormina,2.73,59
8475068,David Sloane,0,1
8475073,Geoff Kinrade,0.01,1
8475085,MacGregor Sharp,0.53,8
8475086,Corey Elkins,0.28,3
8475087,Christian Hanson,6.72,42
8475098,Tyler Bozak,164.68,815
8475102,Travis Turnbull,0.11,3
8475104,Evan Oberg,0.08,7
8475105,Dan Sexton,12.44,88
8475115,Jamie Fritsch,0,1
8475118,Matt Gilroy,11.85,225
8475119,Zach Sill,5.06,93
8475128,Ilkka Heikkinen,0.1,7
8475147,Jordan Schroeder,16.65,165
8475148,Tim Erixon,3.32,93
8475149,Marcus Johansson,163.46,982
8475150,Jordan Caron,14.3,157
8475151,Kyle Palmieri,228.44,900
8475153,Dylan Olsen,3.99,124
8475154,Carter Ashton,3.71,54
8475155,Simon Despres,9.64,193
8475157,Landon Ferraro,8.07,77
8475158,Ryan O'Reilly,279.85,1151
8475159,Carl Klingberg,0.97,12
8475160,Kyle Clifford,89.92,754
8475161,Chris Brown,1.31,23
8475162,Mat Clark,0.09,9
8475163,Alex Chiasson,118.54,651
8475164,Jakob Silfverberg,168.28,820
8475165,Anton Lander,20.26,215
8475166,John Tavares,487.75,1183
8475167,Victor Hedman,139.5,1131
8475168,Matt Duchene,322.84,1137
8475169,Evander Kane,321.04,930
8475170,Brayden Schenn,273.58,1022
8475171,Oliver Ekman-Larsson,115.87,1057
8475172,Nazem Kadri,298.61,985
8475173,Scott Glennie,0,1
8475174,Jared Cowen,8.8,249
8475175,Magnus Paajarvi,66.82,467
8475176,Ryan Ellis,52.83,566
8475177,Calvin de Haan,33.41,679
8475178,Zack Kassian,86.85,660
8475179,Dmitry Kulikov,54.03,1018
8475180,Peter Holland,39.08,265
8475181,Nick Leddy,61.81,1042
8475182,David Rundblad,5.18,113
8475183,Louis Leblanc,3.92,50
8475184,Chris Kreider,281.75,882
8475185,Jacob Josefson,33.74,315
8475186,John Moore,32.64,544
8475188,Brayden McNabb,37.19,822
8475190,Jamie Devane,0.07,2
8475191,Reilly Smith,224.56,918
8475192,Taylor Beck,10.55,92
8475193,Tomas Tatar,204.28,926
8475194,Philip Samuelsson,0.33,13
8475196,Ben Hanowski,1.46,16
8475197,Tyson Barrie,92.67,822
8475198,Joonas Nattinen,0,1
8475199,Eric Gelinas,13.77,188
8475200,Dmitry Orlov,61.34,866
8475203,Jesse Blacker,0,1
8475204,Brandon Pirri,55.21,275
8475206,Stefan Elliott,5.86,87
8475208,Brian Dumoulin,34.25,706
8475209,Richard Panik,86.51,521
8475210,Anton Rodin,0.17,3
8475213,Drew Shore,13.77,98
8475214,Jeremy Morin,11.79,82
8475218,Mattias Ekholm,78.74,884
8475219,Kristopher Foucault,0,1
8475220,Marcus Foligno,132.5,875
8475222,Sami Vatanen,39.67,473
8475223,Linden Vey,13.18,138
8475224,Jordan Szwarz,3.92,50
8475225,Craig Smith,219.9,988
8475227,Chris Wideman,15.34,291
8475231,Casey Cizikas,128.53,897
8475233,David Savard,48.25,870
8475235,Nicolas Deslauriers,66.23,677
8475236,Cody Eakin,110.49,701
8475243,Ryan Bourque,0.14,1
8475246,Kevin Connauton,18.53,360
8475247,Michael Latta,6.18,113
8475248,Alexander Urbom,1.1,34
8475250,Andrej Nestrasil,23.22,128
8475253,Garrett Wilson,8.83,84
8475254,Gabriel Dumont,9.01,90
8475260,Corban Knight,2.81,52
8475263,Wade Megan,2.31,15
8475264,Roman Horak,7.48,84
8475266,Tomas Vincour,9.37,95
8475268,Gabriel Bourque,46.29,413
8475270,Anton Klementyev,0,1
8475274,Seth Helgeson,0.94,50
8475275,Patrick Wey,0.18,9
8475278,Byron Froese,15.92,141
8475279,Ben Chiarot,39.86,723
8475283,Lane MacDermid,1.08,21
8475287,Erik Haula,155.68,759
8475291,Garrett Mitchell,0,1
8475292,Tyler Randell,1.26,27
8475294,Rasmus Rissanen,0.06,6
8475295,Brandon Kozun,0.43,20
8475296,Mitch Callahan,0.31,5
8475304,Scott Timmins,2.44,24
8475309,Jerry D'Amigo,1.62,31
8475310,Curtis McKenzie,13.9,99
8475314,Anders Lee,287.12,841
8475321,Phil Varone,7.89,97
8475323,Marcus Kruger,51.74,520
8475324,Nick Jensen,28.81,632
8475325,Jordan Nolan,27.25,375
8475328,Ben Sexton,0.06,2
8475332,Adam Almquist,0.18,2
8475342,Oliver Lauridsen,0.57,16
8475343,Nic Dowd,74.4,582
8475372,Andreas Engqvist,0.4,15
8475381,Mika Pyorala,3.48,36
8475395,Matthew Konan,0.08,2
8475413,Justin Dowling,13.57,152
8475414,Craig Cunningham,4.95,63
8475423,Darren Archibald,4.48,55
8475430,Brandon Manning,13.32,255
8475436,Mike Liambas,0.19,8
8475455,Brenden Dillon,39.97,973
8475461,Andrew Agozzino,3.47,51
8475462,Radko Gudas,42.34,829
8475567,Julien Brouillette,0.26,11
8475597,Shane Harper,1.44,14
8475598,Ryan Stanton,4.49,120
8475602,Casey Wellman,6.38,54
8475603,Ben Holmstrom,0.07,7
8475613,Nate Prosser,8.08,360
8475619,Aaron Volpatti,5.72,114
8475625,Matt Irwin,25.11,460
8475637,Bobby Butler,17.76,130
8475638,Brayden Irwin,0.13,2
8475640,Erik Gustafsson,3.89,91
8475641,Brendon Nash,0.03,2
8475648,Chris Breen,0.25,10
8475650,Brandon Bollig,16.17,241
8475661,Dave Dziurzynski,2.57,26
8475671,Matt Fraser,7.95,87
8475677,Linus Klasen,0.32,4
8475679,Jarod Palmer,0.88,6
8475690,Christopher Tanev,25.49,867
8475692,Mats Zuccarello,177.75,903
8475714,Calle Jarnkrok,115.89,718
8475715,Oscar Lindberg,32.59,252
8475716,Martin Marincin,8.51,227
8475718,Justin Holl,15.42,396
8475722,Jason Zucker,209.49,770
8475723,Petr Straka,0.38,3
8475726,Tyler Toffoli,264.56,890
8475727,Ryan Spooner,48.55,325
8475728,Johan Larsson,59.19,488
8475729,Mark Alt,0.42,20
8475730,Stephen Johns,8.78,166
8475732,Danny Biega,0.38,10
8475733,Max Reinhart,2.54,23
8475734,Curtis Hamilton,0,1
8475735,Greg McKegg,17.86,232
8475736,Connor Brickley,8.43,81
8475738,Jordan Weal,35.83,218
8475739,Michael Bournival,10.73,113
8475744,Evgeny Kuznetsov,160.26,742
8475745,Charlie Coyle,185.86,950
8475747,Patrik Nemeth,19.37,503
8475748,Dalton Smith,0,1
8475749,Christian Thomas,2.37,27
8475750,Jon Merrill,23.33,682
8475752,Tyler Pitlick,51.56,419
8475753,Justin Faulk,120.84,980
8475754,Brock Nelson,244.29,920
8475755,Alexander Petrovic,9.69,268
8475756,John McFarland,0.3,3
8475757,Brett Bulmer,0.63,17
8475758,Devante Smith-Pelly,51.17,395
8475759,Brandon Gormley,2.56,58
8475760,Nick Bjugstad,169.19,759
8475761,Beau Bennett,25.12,200
8475762,Derek Forbort,17.04,550
8475763,Kevin Hayes,158.2,776
8475764,Cam Fowler,84.42,1043
8475765,Vladimir Tarasenko,238.07,831
8475766,Austin Watson,59.05,528
8475767,Joey Hishon,1.74,13
8475768,Jaden Schwartz,221.85,811
8475769,Quinton Howden,10.07,97
8475770,Emerson Etem,26.31,173
8475772,Riley Sheahan,89.41,637
8475774,Petter Granberg,0.44,45
8475775,Tye McGinn,11.76,89
8475780,Chris Wagner,52.12,401
8475782,Morgan Ellis,0.1,3
8475784,Jeff Skinner,352.98,1078
8475786,Zach Hyman,264.62,653
8475788,Alexander Burmistrov,42.5,348
8475790,Erik Gudbranson,33.76,805
8475791,Taylor Hall,282.49,909
8475792,Brett Connolly,76.08,534
8475793,Ryan Johansen,182.26,905
8475794,Tyler Seguin,329.8,988
8475795,Dylan McIlrath,2.2,92
8475796,Mark Pysyk,28.32,518
8475797,Jarred Tinordi,4.41,205
8475798,Mikael Granlund,192.38,902
8475799,Nino Niederreiter,238.05,969
8475800,Teemu Pulkkinen,13.22,83
8475807,Joakim Nordstrom,52.4,444
8475808,Michael Chaput,14.68,182
8475810,Bryan Rust,194.2,638
8475815,Julian Melchiori,0.6,30
8475816,Stanislav Galiev,3.2,26
8475820,Joonas Donskoi,89.59,473
8475825,Jani Hakanpaa,9.75,289
8475826,Justin Shugg,0.41,3
8475829,John Ramage,0.1,2
8475832,Tom Kuhnhackl,22.62,232
8475833,Bill Arnold,0.08,1
8475834,Marcus Sorensen,28.91,226
8475836,Alex Friesen,0.1,1
8475841,Tim Heed,4.95,105
8475842,Sam Carrick,36.3,320
8475844,Kenny Agostino,11.08,86
8475845,Justin Florek,0.43,4
8475848,Brendan Gallagher,280.25,834
8475855,Jesper Fast,105.72,702
8475857,Kevin Gravel,5.27,138
8475868,Anthony Bitetto,5.82,197
8475869,Brandon Davidson,7.56,180
8475878,Freddie Hamilton,6.14,75
8475889,Patrick Holland,0.12,5
8475893,Joonas Rask,0,2
8475896,Brendan Ranford,0.02,1
8475902,Zach Trotman,4.16,91
8475906,John Klingberg,67.19,643
8475907,Micheal Ferland,65.88,335
8475913,Mark Stone,203.17,706
8475917,Jason Akeson,0.92,15
8475949,Marek Hrivik,2.67,24
8475950,Marcel Mueller,0.42,3
8475958,Michael Sgarbossa,9.44,93
8475968,Alex Belzile,3.86,44
8475980,Brody Sutter,0.57,12
8475982,Erik Burgdoerfer,0.29,8
8475990,Jamie Doornbosch,0.01,1
8475996,Brendan Shinnimin,0.58,12
8476020,Andrew Crescenzi,0.08,2
