playerId,name,I_F_flurryAdjustedxGoals,games_played
8476043,Ben Street,4.78,59
8476062,Mark Arcobello,19.18,139
8476086,Justin Johnson,0,2
8476116,Ryan Garbutt,45.55,302
8476147,Kael Mouillierat,0.39,7
8476158,Harry Zolnierczyk,7.69,84
8476162,Steve Oleksy,1.97,73
8476166,Taylor Fedun,6.35,131
8476177,Matt Read,88.47,449
8476179,Will Acton,1.86,33
8476191,Kevan Miller,11.68,355
8476195,Cory Conacher,26.36,193
8476200,Paul Thompson,1.14,24
8476205,Stephane Da Costa,6.56,47
8476206,Andy Miele,0.77,15
8476207,Brian Gibbons,18.5,204
8476208,Matt Campanale,0,1
8476209,Mike Sislo,4.96,42
8476211,Carter Camper,0.43,3
8476214,Brandon DeFazio,0.14,2
8476219,Patrick Cannone,0.25,3
8476224,Chay Genoway,0.02,1
8476225,Mike Connolly,0.01,2
8476227,Joe Whitney,0.04,5
8476235,Justin Fontaine,25.19,197
8476244,Raphael Diaz,9.07,201
8476278,Colin Blackwell,38.66,298
8476279,Jyrki Jokipakka,4.3,150
8476283,Alex Broadhurst,0.27,2
8476285,Matthew Peca,6.78,83
8476288,Ryan Dzingel,71.41,404
8476289,Alexey Marchenko,3.7,121
8476292,Ondrej Palat,175.33,825
8476293,Scott Wilson,25.4,193
8476300,Nikita Nesterov,9.92,170
8476302,Frank Corrado,3.33,76
8476303,Rob O'Gara,0.94,33
8476304,David Broll,0.33,5
8476310,Lukas Sedlak,25.62,192
8476312,Josh Manson,38.58,621
8476322,Chase Balisy,1,8
8476323,Max McCormick,7.85,94
8476326,Josh Archibald,42.75,305
8476329,Travis Boyd,37.16,299
8476331,Dylan DeMelo,28.07,636
8476336,Iiro Pakarinen,15.08,134
8476339,Dominik Uher,0,2
8476344,Tyler Graovac,10.18,84
8476345,Gregory Hofmann,2.75,24
8476346,Johnny Gaudreau,203.39,763
8476352,Michael Mersch,1.8,17
8476356,Tobias Rieder,90.14,476
8476363,Brian Ferlin,0.53,7
8476367,John Persson,1.16,10
8476368,Fredrik Claesson,5.74,170
8476370,Blake Pietila,3.58,38
8476372,Nick Seeler,15.1,373
8476374,Sean Kuraly,80.7,562
8476379,Darren Dietz,0.4,13
8476381,Andrew Shaw,122.23,549
8476384,Max Friberg,0.1,6
8476386,Shane Prince,16.42,128
8476388,Andrey Pedan,0.3,13
8476389,Vincent Trocheck,236.06,798
8476390,Joseph Cramarossa,4.46,68
8476391,T.J. Tynan,1.31,30
8476392,Adam Lowry,148.02,775
8476393,Nick Cousins,91.78,642
8476394,Michael Paliotta,0.08,2
8476396,Steven Fogarty,1.47,31
8476397,Keegan Lowe,0.57,4
8476399,Blake Coleman,171.97,624
8476400,Logan Shaw,24.2,227
8476401,Daniel Catenacci,0.76,12
8476403,Klas Dahlbeck,6.38,170
8476404,Andy Andreoff,16.64,188
8476406,Nick Shore,31.06,299
8476407,Andy Welinski,2.16,46
8476409,Alan Quine,11.02,106
8476410,Josh Leivo,42.86,265
8476411,Jonathan Racine,0.01,1
8476414,Alexandre Grenier,1.12,9
8476415,Kyle Rau,5.52,60
8476416,Dillon Simpson,0.05,3
8476418,Robbie Russo,0.6,19
8476419,Jean-Gabriel Pageau,162.49,797
8476422,Mike Reilly,27.82,418
8476423,Reid Boucher,20.62,133
8476425,Joseph LaBate,0.94,19
8476426,David Musil,0.08,4
8476427,Ty Rattie,16.64,99
8476428,Rocco Grimaldi,29.58,203
8476429,Scott Mayfield,26.66,535
8476430,Tomas Jurco,28.62,221
8476431,Adam Clendening,4,90
8476432,Boone Jenner,206.63,741
8476435,Alex Khokhlachev,0.45,9
8476436,Dmitrij Jaskin,44.19,315
8476437,Victor Rask,77.17,506
8476438,Brandon Saad,243.92,935
8476439,Brett Ritchie,56.06,390
8476440,Markus Granlund,53.32,335
8476441,Joel Edmundson,35.32,603
8476442,Matt Nieto,102.54,703
8476443,Xavier Ouellet,8.61,178
8476445,Johan Sundstrom,0.58,11
8476447,Miikka Salomaki,17.89,167
8476448,William Karlsson,169.89,738
8476449,Scott Harrington,9.32,255
8476450,Ryan Sproul,3.12,44
8476451,Lucas Lessio,5.56,41
8476452,Tyler Wotherspoon,0.69,30
8476453,Nikita Kucherov,259.95,803
8476454,Ryan Nugent-Hopkins,259.87,958
8476455,Gabriel Landeskog,216.63,736
8476456,Jonathan Huberdeau,228.67,910
8476457,Adam Larsson,50.27,929
8476458,Ryan Strome,162.17,864
8476459,Mika Zibanejad,258.96,929
8476460,Mark Scheifele,265.91,879
8476461,Sean Couturier,211.37,874
8476462,Dougie Hamilton,121.55,835
8476463,Jonas Brodin,45.87,853
8476464,Duncan Siemens,0.97,20
8476465,Ryan Murphy,10.87,175
8476466,Sven Baertschi,50.08,292
8476467,Jamie Oleksiak,35.5,680
8476468,J.T. Miller,207.83,870
8476469,Joel Armia,109.65,586
8476470,Nathan Beaulieu,20.72,471
8476471,Mark McNeill,0.26,2
8476472,Oscar Klefbom,35.64,377
8476473,Connor Murphy,33.17,743
8476474,Stefan Noesen,94.52,444
8476476,Joe Morrow,7.57,162
8476477,Matt Puempel,12.36,87
8476478,Stuart Percy,0.57,12
8476479,Phillip Danault,142.4,711
8476480,Vladislav Namestnikov,155.47,786
8476482,Nicklas Jensen,3.52,31
8476483,Rickard Rakell,220.45,802
8476495,Seth Griffith,7.98,80
8476505,Turner Elson,0.02,3
8476511,Samuel Henley,0.02,1
8476522,Adam Payerl,0.23,2
8476525,Colin Miller,34.91,569
8476526,Ben Thomson,0.84,3
8476536,Colin Smith,0.02,1
8476539,Jonathan Marchessault,210.92,715
8476545,Kurtis Gabriel,1.45,51
8476549,Daniil Tarasov,0.28,5
8476617,Tomas Hyka,4.13,27
8476619,Zack Mitchell,3.08,34
8476624,Barclay Goodrow,83.8,649
8476765,Mike Halmo,2.29,20
8476766,Cole Schneider,0.62,6
8476769,Bobby Farnham,5.89,67
8476772,Brian O'Neill,1.62,22
8476779,Brad Hunt,18.25,288
8476792,Torey Krug,88.17,778
8476798,Karl Stollery,0.75,23
8476799,Cameron Schilling,0.17,10
8476805,Spencer Abbott,0.35,2
8476806,J.T. Brown,42.97,365
8476807,Matt Tennyson,6.51,173
8476808,Brian Flynn,26.41,275
8476819,Jeremy Welsh,1.45,27
8476822,Luke Glendening,113.04,863
8476826,Yanni Gourde,133.12,602
8476827,Chad Billins,0.15,10
8476834,Roman Cervenka,6.2,39
8476835,Daniel Bang,1.12,8
8476849,Harri Pesonen,0.2,4
8476850,Ryan Murray,21.14,445
8476851,Alex Galchenyuk,134.32,654
8476852,Griffin Reinhart,1.25,37
8476853,Morgan Rielly,85.81,873
8476854,Hampus Lindholm,67.85,762
8476855,Nail Yakupov,61.09,349
8476856,Matt Dumba,67.54,737
8476857,Pontus Aberg,14.95,132
8476858,Phillip Di Giuseppe,38.31,302
8476866,Nicolas Kerdiles,0.08,3
8476867,Brendan Gaunce,20.73,189
8476868,Henrik Samuelsson,0.32,3
8476869,Brady Skjei,62.17,690
8476870,Stefan Matteau,7.79,92
8476871,Tanner Pearson,148.59,722
8476872,Scott Laughton,113.77,681
8476873,Mark Jankowski,63.28,414
8476874,Olli Maatta,38.69,761
8476875,Mike Matheson,60.72,624
8476877,Jordan Schmaltz,0.58,42
8476878,Zemgus Girgensons,111.16,770
8476879,Cody Ceci,52.99,871
8476880,Tom Wilson,174.88,834
8476881,Tomas Hertl,253.39,791
8476882,Teuvo Teravainen,147.53,752
8476884,Derrick Pouliot,11.46,226
8476885,Jacob Trouba,82.24,825
8476886,Slater Koekkoek,8.19,186
8476887,Filip Forsberg,262.26,780
8476888,Mikhail Grigorenko,25.67,248
8476889,Radek Faksa,114.66,707
8476890,Patrick Sieloff,0.07,2
8476891,Matt Grzelcyk,27.57,527
8476892,Colton Parayko,60.82,723
8476894,Brendan Leipsic,21.5,187
8476897,Oskar Sundqvist,71.3,492
8476902,Esa Lindell,50.72,683
8476905,Chandler Stephenson,82.24,573
8476906,Shayne Gostisbehere,84.83,689
8476907,Mackenzie MacEachern,12.51,123
8476910,Scott Kosmachuk,0.85,8
8476911,Tanner Richard,0.05,3
8476913,Devin Shore,61.72,498
8476915,Jujhar Khaira,39.27,337
8476917,Adam Pelech,33.1,560
8476918,Jimmy Vesey,113.1,625
8476919,Chris Tierney,89.08,648
8476921,Jordan Martinook,132.44,718
8476922,Boo Nieves,4.91,76
8476923,Damon Severson,66.5,784
8476924,Martin Frk,16.7,123
8476925,Colton Sissons,106.3,690
8476927,Teddy Blueger,61.24,418
8476931,Jake McCabe,29.91,643
8476934,Brock McGinn,92.17,534
8476941,Connor Carrick,13.26,242
8476944,Brendan Woods,0.43,7
8476947,Nikolai Prokhorkin,5.48,43
8476948,Charles Hudon,21.57,134
8476952,Dominic Toninato,17.19,188
8476953,Trevor Carrick,0.12,7
8476955,Taylor Leier,4.45,55
8476958,Jaccob Slavin,61.5,745
8476960,Andreas Athanasiou,107.18,494
8476966,Gemel Smith,7.74,90
8476967,Brett Kulak,28.61,580
8476971,Kevin Roy,3.37,28
8476974,Thomas Di Pauli,0.04,2
8476975,Cedric Paquette,55.55,448
8476979,Erik Gustafsson,36.49,515
8476981,Josh Anderson,154.43,616
8476982,Danny O'Regan,2.41,30
8476983,Paul LaDue,2.34,70
8476987,Jake Bischoff,0.11,4
8476988,Matt Benning,17.61,463
8476989,Petteri Lindbohm,2.2,49
8476994,Vinnie Hinostroza,64.39,412
8477003,Riley Barber,0.86,16
8477006,Christoph Bertschy,0.43,9
8477009,Jake Dotchin,3.79,103
8477010,Joseph Blandisi,11.18,101
8477015,Connor Brown,113.41,601
8477018,Ben Hutton,31.25,520
8477021,Alexander Kerfoot,108.6,604
8477033,Viktor Loov,0.08,4
8477034,Jaycob Megna,6.33,193
8477038,Nikita Gusev,18.94,93
8477041,Brady Austin,0.11,5
8477043,Christian Djoos,6.11,154
8477046,Joakim Ryan,5.9,145
8477059,Damien Brunner,22.74,121
8477070,Liam O'Brien,23.04,227
8477073,Kurtis MacDermid,10.41,288
8477076,JC Lipon,0.2,9
8477082,Dmitry Korobov,0,3
8477085,Ashton Sautner,0.77,23
8477091,Evan McEneny,0.02,1
8477126,Jayson Megna,20.09,204
8477127,Raman Hrabarenka,0,1
8477149,Scott Sabourin,3.3,47
8477201,Kellan Lain,0.69,9
8477205,Andrej Sustr,12.04,361
8477210,Buddy Robinson,5.97,62
8477213,Tim Schaller,36.73,276
8477214,Conor Allen,0.11,7
8477215,Danny DeKeyser,23.28,546
8477220,Nate Schmidt,49.61,741
8477227,Eriah Hayes,2.07,19
8477228,Matt Lindblad,0.22,4
8477240,Carter Rowney,22.73,249
8477243,Drew LeBlanc,0.54,2
8477244,Chad Ruhwedel,12.05,369
8477249,Andrew Miller,1.67,15
8477289,Anton Belov,2.61,57
8477290,Michael Raffl,97.3,590
8477300,Viktor Svedberg,1.16,27
8477314,Brian Pinho,0.29,2
8477320,Anton Blidh,6.97,85
8477326,Joel Vermin,1.96,24
8477330,Dominik Kubalik,80.83,357
8477335,Kyle Burroughs,6.77,201
8477337,John Gilmour,3.35,37
8477341,Andreas Johnsson,46.47,259
8477343,Tyler Lewington,0.74,12
8477346,MacKenzie Weegar,49.19,548
8477353,Tyler Motte,66.62,455
8477355,Will Butcher,16.78,275
8477357,Saku Maenalanen,9.59,98
8477359,Tucker Poolman,7.46,163
8477365,Connor Clifton,18.49,384
8477366,Luke Johnson,1.74,32
8477369,Carson Soucy,16.66,365
8477380,Jonny Brodzinski,25.82,209
8477384,Josh Brown,10.41,299
8477391,Sean Malone,0.24,2
8477392,Hudson Fasching,22.47,175
8477399,Tyrell Goulbourne,0.34,11
8477401,John Hayden,24.57,269
8477402,Pavel Buchnevich,145.87,593
8477404,Jake Guentzel,234.54,600
8477406,Mattias Janmark,94.91,636
8477407,Anthony Duclair,134.45,605
8477409,Carter Verhaeghe,126.31,411
8477410,Bogdan Yakimov,0.37,1
8477413,Sven Andrighetto,29.78,216
8477415,Anton Slepyshev,11.91,102
8477416,Oliver Bjorkstrand,145.95,624
8477417,Peter Cehlarik,5.86,40
8477419,Mason Geertsen,0.97,25
8477425,Miles Wood,109.14,513
8477426,Nick Paul,98.41,486
8477427,Tobias Lindberg,0.78,6
8477428,Justin Auger,0.07,2
8477429,Andrew Copp,125.52,700
8477433,Ben Harpur,5.46,198
8477435,Ryan Graves,25.57,433
8477444,Andre Burakovsky,109.48,695
8477445,Hunter Shinkaruk,2.31,15
8477446,Michael McCarron,39.33,302
8477447,Shea Theodore,69.44,564
8477448,Marko Dano,20.88,141
8477449,Morgan Klimchuk,0.04,1
8477450,Jason Dickinson,67.46,502
8477451,Ryan Hartman,141.14,649
8477452,Ian McCoshen,1.64,60
8477453,Chris Bigras,1.89,46
8477454,Adam Erne,43.66,379
8477455,Jacob de la Rose,19.8,242
8477456,J.T. Compher,109.74,576
8477458,Valentin Zykov,8.85,55
8477460,Laurent Dauphin,12.36,93
8477461,Remi Elie,11.01,106
8477462,Robert Hagg,15.54,345
8477463,Steven Santini,4.73,124
8477464,Nic Petan,17.62,170
8477466,Nick Sorensen,0.3,5
8477467,Gustav Olofsson,2.2,63
8477471,Dillon Heatherington,1.16,23
8477472,Carl Dahlstrom,2.06,67
8477473,Justin Bailey,12.51,141
8477474,Madison Bowey,7.61,158
8477476,Artturi Lehkonen,154.1,590
8477478,William Carrier,81.71,456
8477479,Tyler Bertuzzi,136.37,487
8477482,Zach Sanford,52.73,334
8477486,Emile Poirier,0.55,8
8477488,Brett Pesce,48.1,699
8477491,Nicholas Baptiste,5.04,47
8477492,Nathan MacKinnon,306.75,868
8477493,Aleksander Barkov,237.44,801
8477494,Jonathan Drouin,102.63,607
8477495,Seth Jones,89.83,838
8477496,Elias Lindholm,224.24,900
8477497,Sean Monahan,249,818
8477498,Darnell Nurse,76.81,715
8477499,Rasmus Ristolainen,69.67,776
8477500,Bo Horvat,235.62,813
8477501,Valeri Nichushkin,142.92,555
8477502,Samuel Morin,0.67,29
8477503,Max Domi,139.33,733
8477504,Josh Morrissey,66.98,662
8477505,Alexander Wennberg,110.94,789
8477506,Ryan Pulock,46.21,560
8477507,Nikita Zadorov,38.35,721
8477508,Curtis Lazar,71.93,572
8477509,Mirco Mueller,5.23,185
8477510,Kerby Rychel,4.95,43
8477511,Anthony Mantha,117.06,506
8477512,Frederik Gauthier,12.68,178
8477520,Jean-Sebastien Dea,4.4,37
8477527,Ross Johnston,15.13,245
8477529,Colby Cave,7.85,67
8477541,Dakota Mermis,2.75,78
8477544,Philippe Maillet,0.32,2
8477566,Sergey Tolchinsky,0.22,4
8477573,Nathan Walker,22.31,229
8477583,Curtis Valk,0,1
8477589,Ronalds Kenins,3.57,38
8477591,Josh Jooris,25.4,211
8477631,Brandon Baddock,0,1
8477634,Trevor Murphy,0.24,8
8477642,Rinat Valiev,0.26,12
8477666,Simon Moser,0.48,6
8477680,Josh Currie,1.83,22
8477715,Tyler Gaudet,0.93,20
8477810,Joel Hanley,5.99,246
8477814,Kevin Czuczman,1.24,15
8477816,Michael Zalewski,0.52,6
8477832,Cody Kunyk,0.09,1
8477836,Matt Carey,0.15,2
8477839,Conor Sheary,111.28,593
8477845,Trevor van Riemsdyk,30.75,683
8477846,Ryan Carpenter,49.08,391
8477847,Bryce Van Brabant,0.3,6
8477850,Christian Folin,6.5,245
8477851,Jordan Oesterle,21.57,408
8477865,Jake Chelios,0.11,5
8477881,Connor Jones,0.69,4
8477887,Patrick Brown,14.07,164
8477901,Daniel Carr,17.62,117
8477902,Dennis Everberg,7.27,70
8477903,Garnet Hathaway,83.9,606
8477913,David Wolf,0.21,3
8477916,Borna Rendulic,0.94,15
8477919,Frederick Gaudreau,51.66,410
8477922,Melker Karlsson,55.7,395
8477923,Michael Keranen,0,1
8477929,Dennis Rasmussen,12.96,139
8477930,Pierre-Edouard Bellemare,76.54,700
8477931,Tomas Nosek,71.55,493
8477932,Aaron Ekblad,103.64,729
8477933,Sam Reinhart,256.8,775
8477934,Leon Draisaitl,279.56,789
8477935,Sam Bennett,185.18,691
8477936,Michael Dal Colle,12.06,112
8477937,Jake Virtanen,55.73,317
8477938,Haydn Fleury,15.65,314
8477939,William Nylander,216.37,685
8477940,Nikolaj Ehlers,172.87,674
8477941,Nick Ritchie,96.66,482
8477942,Kevin Fiala,187.27,651
8477943,Brendan Perlini,40.36,261
8477944,Jakub Vrana,82.91,406
8477945,Julius Honka,3.89,86
8477946,Dylan Larkin,222.66,733
8477947,Sonny Milano,43.52,312
8477948,Travis Sanheim,56.42,579
8477949,Alex Tuch,159.7,536
8477950,Tony DeAngelo,36.76,405
8477951,Nick Schmaltz,127.02,588
8477952,Robby Fabbri,86.36,442
8477953,Kasperi Kapanen,77.29,527
8477955,Jared McCann,137.93,667
8477956,David Pastrnak,278.35,756
8477957,Nikita Scherbak,5.76,37
8477958,Nikolay Goldobin,17.22,125
8477959,Joshua Ho-Sang,4.8,53
8477960,Adrian Kempe,157.35,630
8477961,John Quenneville,5.11,42
8477962,Brendan Lemieux,35.06,307
8477963,Jayce Hawryluk,9.38,98
8477964,Ivan Barbashev,103.21,585
8477969,Marcus Pettersson,26.24,522
8477971,Andreas Englund,3.73,197
8477972,Josh Jacobs,0.13,3
8477973,Vladislav Kamenev,4.19,66
8477974,Ryan MacInnis,1.71,27
8477979,Nicolas Aube-Kubel,34.18,304
8477981,Roland McKeown,0.33,16
8477983,Maxim Letunov,0.58,3
8477986,Brandon Montour,76.89,601
8477987,Ryan Donato,98.78,483
8477989,Christian Dvorak,109.19,532
8477993,Justin Kirkland,1.98,30
8477994,Dominic Turgeon,0.33,9
8477996,Juho Lammikko,15.19,159
8477997,Nikita Tryamkin,4.1,79
8477998,Warren Foegele,125.59,513
8478004,Brett Lernout,0.43,21
8478010,Brayden Point,240.94,657
8478011,Louie Belpedio,0.55,16
8478013,Jake Walman,26.12,267
8478017,Mark Friedman,5.52,93
8478020,Michael Amadio,61.48,441
8478021,William Lagesson,2.4,107
8478027,Lucas Wallmark,28.05,187
8478028,Fredrik Olofsson,8.87,85
8478029,Chase De Leo,0.61,5
8478031,Nelson Nogier,0.26,11
8478036,Christoffer Ehn,7.21,114
8478038,Devon Toews,47.91,473
8478040,Austin Poganski,1.09,22
8478042,Viktor Arvidsson,178.93,613
8478043,Sam Lafferty,41.35,349
8478046,Danton Heinen,95.95,565
8478047,Michael Bunting,101.47,344
8478049,Ben Thomas,0.1,5
8478051,Max Willman,6.28,68
8478055,Gustav Forsling,41.04,477
8478056,Clark Bishop,4.62,53
8478057,Dakota Joshua,40.46,241
8478058,CJ Suess,0.12,5
8478062,Dysin Mayo,3.1,82
8478063,Shane Gersich,0.27,3
8478067,Oskar Lindblom,56.55,337
8478069,Daniel Walcott,0.08,1
8478073,Anton Lindholm,1.07,65
8478074,Anthony Angello,1.42,31
8478075,Anders Bjork,23.6,225
8478078,Rourke Chartier,5.9,56
8478099,Kevin Labanc,81.52,511
8478104,Sammy Blais,26.11,257
8478106,Dylan Sikura,5.19,58
8478109,Victor Olofsson,77.79,370
8478115,Pierre Engvall,67.7,380
8478131,Ondrej Kase,52.23,258
8478133,Jake Evans,46.89,350
8478136,Jacob Middleton,19.3,306
8478137,Jiri Sekac,12.21,108
8478146,Matthew Highmore,21.45,187
8478147,Bokondji Imama,0.98,31
8478173,Hayden Hodgson,1.86,9
8478176,Joe Hicketts,0.64,22
8478178,Darren Raddysh,10.86,176
8478211,Dryden Hunt,27.71,235
8478224,Luke Philp,0,3
8478233,Andrew Mangiapane,119.7,498
8478250,Vladimir Tkachev,0.18,4
8478268,Jack Rodewald,0.28,10
8478365,Danick Martel,2.09,13
8478366,Frank Vatrano,161.04,644
8478367,Cole Bardreau,1.17,11
8478371,Matt Lorito,0.5,2
8478373,Nikita Soshnikov,10.64,90
8478376,Casey Bailey,1.08,13
8478393,Kyle Baun,0.34,5
8478396,Noah Hanifin,70.57,758
8478397,Rasmus Andersson,47.08,536
8478398,Kyle Connor,214.92,613
8478399,Jonas Siegenthaler,12.69,367
8478400,Colin White,49.16,323
8478401,Pavel Zacha,123.1,628
8478402,Connor McDavid,296.31,711
8478403,Jack Eichel,196.7,616
8478407,Vince Dunn,51.65,542
8478408,Travis Dermott,15.1,348
8478409,Anthony Richard,4.84,39
8478413,Jordan Greenway,71.8,435
8478414,Timo Meier,208.25,621
8478415,Jakub Zboril,2.65,76
8478416,Erik Cernak,23.72,441
8478417,Jakob Forsbacka Karlsson,2.15,29
8478420,Mikko Rantanen,221.09,650
8478421,A.J. Greer,29.44,247
8478424,Jansen Harkins,19.73,261
8478425,Brendan Guhle,4.05,65
8478427,Sebastian Aho,244.63,677
8478430,Oliver Kylington,11.66,220
8478431,Evgeny Svechnikov,19.88,172
8478432,Christian Fischer,74,522
8478434,Keegan Kolesar,43.07,357
8478436,David Kase,0.42,7
8478438,Tommy Novak,36.78,203
8478439,Travis Konecny,167.85,646
8478440,Dylan Strome,113.2,518
8478442,Cooper Marody,0.75,7
8478443,Brandon Carlo,30.7,637
8478444,Brock Boeser,165.03,554
8478445,Mathew Barzal,123.47,530
8478446,Glenn Gawdin,0.46,13
8478447,Nicholas Merkley,5.18,41
8478449,Roope Hintz,147.7,468
8478450,Parker Wotherspoon,2.66,108
8478451,Ethan Bear,15.28,275
8478452,Caleb Jones,13.9,270
8478454,Noah Juulsen,3.97,157
8478455,Austin Wagner,27.39,178
8478458,Jack Roslovic,82,526
8478460,Zach Werenski,91.6,567
8478462,Nicolas Roy,76.79,369
8478463,Anthony Beauvillier,128.02,631
8478465,Guillaume Brisebois,0.78,30
8478466,Daniel Sprong,61.4,374
8478467,Nicolas Meloche,1.43,57
8478468,Jeremy Lauzon,14.97,316
8478469,Thomas Chabot,60.62,512
8478472,Mathieu Joseph,63.66,420
8478474,Lawson Crouse,111.96,583
8478476,Kyle Capobianco,3.23,74
8478477,Mitchell Stephens,8.16,123
8478480,Blake Speers,0.13,5
8478483,Mitchell Marner,180.66,657
8478485,Zach Senyshyn,2.57,16
8478486,Chase Pearson,0.91,3
8478488,Filip Chlapik,5.26,57
8478491,Jacob Larsson,5.05,172
8478493,Joel Eriksson Ek,154.44,544
8478495,Denis Gurianov,52.38,298
8478498,Jake DeBrusk,154.64,547
8478500,Ivan Provorov,63.99,696
8478502,Dennis Gilbert,1.89,111
8478506,Gabriel Carlsson,1.98,81
8478507,John Marino,20.84,363
8478508,Yakov Trenin,66.68,375
8478512,Austin Czarnik,20.41,205
8478519,Anthony Cirelli,124.11,511
8478528,Tanner Kero,14.12,134
8478541,Markus Hannikainen,8.02,91
8478542,Evan Rodrigues,109.87,547
8478550,Artemi Panarin,196.91,752
8478561,Andreas Martinsen,11.98,151
8478562,Jakub Nakladal,1.58,30
8478563,Evgeny Medvedev,4.39,45
8478564,Joonas Kemppainen,2.46,44
8478566,Sergey Kalinin,13.23,121
8478567,Dean Kukan,6.13,153
8478569,Noel Acciari,81.23,517
8478584,Vojtech Mozik,0.17,7
8478585,Derek Ryan,82.96,606
8478831,Kevin Stenlund,36.09,288
8478833,J.C. Beaudin,1.39,22
8478838,Lukas Vejdemo,2.22,13
8478839,Aleksi Saarela,1.22,9
8478840,Will Borgen,11,298
8478841,Colton White,2.59,84
8478842,Andrei Mironov,0.13,10
8478843,Denis Malgin,35.57,255
8478844,Mikhail Vorobyev,1.57,35
8478846,Christian Wolanin,3.85,86
8478851,Alexandre Carrier,18.54,296
8478854,Ryan Shea,1.24,70
8478856,Conor Garland,108.96,485
8478857,Dmytro Timashov,2.4,45
8478859,Niko Mikkola,15.35,328
8478864,Kirill Kaprizov,136.86,319
8478866,Dominik Simon,32.44,256
8478868,Christian Jaros,2.86,94
8478870,Rudolfs Balcers,30.39,170
8478873,Troy Terry,104.5,428
8478874,Adam Gaudette,40.78,301
8478881,Brett Seney,5.4,66
8478882,Vladislav Gavrikov,31.67,435
8478888,Cameron Hughes,0.44,2
8478891,Mason Appleton,58.4,400
8478904,Steven Lorentz,40.11,310
8478906,Markus Nutivaara,15,275
8478911,Matt Roy,32.2,438
8478915,Sami Niku,2.33,67
8478928,Sergei Plotnikov,3.28,45
8478949,Kole Sherwood,1.1,12
8478956,Samuel Laberge,0,2
8478963,Ryan Johnston,0.19,10
8478967,Lane Pederson,7.53,71
8478970,Jalen Chatfield,14.66,263
8478975,Mason Marchment,78.56,302
8478996,Adam Brooks,3.24,43
8479022,Rodrigo Abols,3.43,22
8479026,Philippe Myers,9.93,194
8479066,Ryan Lomberg,39,337
8479206,Tanner Fritz,3.52,42
8479249,Andrew Poturalski,0.69,9
8479250,Nick Lappin,6.57,60
8479252,Dan Renouf,0.49,24
8479268,Casey Nelson,3.35,93
8479289,Ethan Prow,0.23,4
8479290,Kalle Kossila,1.24,19
8479291,Kevin Rooney,35.52,330
8479293,Brandon Tanev,89.08,552
8479304,Kyle Criscuolo,1.15,16
8479314,Matthew Tkachuk,236.62,642
8479315,Joey Anderson,19.6,169
8479316,Luke Kunin,80.9,434
8479318,Auston Matthews,302.1,629
8479320,Maxime Lajoie,5,77
8479321,Lucas Johansen,0.3,9
8479322,Wade Allison,14.73,75
8479323,Adam Fox,49.94,431
8479324,Ryan Lindgren,19.35,405
8479325,Charlie McAvoy,49.86,504
8479328,Julien Gauthier,22.76,181
8479329,Frederic Allard,0.28,4
8479330,Brandon Gignac,0.91,8
8479333,Libor Hajek,2.66,110
8479335,Rasmus Asplund,25.6,189
8479336,Carl Grundstrom,45.35,292
8479337,Alex DeBrincat,192.74,614
8479338,Markus Niemelainen,0.91,43
8479339,Patrik Laine,145.08,532
8479341,Cam Dineen,2.56,38
8479343,Clayton Keller,168.37,601
8479344,Jesse Puljujarvi,75.45,386
8479345,Jakob Chychrun,76.15,540
8479346,Dillon Dube,53.93,325
8479347,Tyler Benson,1.56,38
8479348,Kale Clague,2.95,94
8479351,Sam Steel,51.79,418
8479353,Brett Howden,64.8,431
8479355,Olli Juolevi,1.29,41
8479356,Kieffer Bellows,12.74,114
8479358,Carsen Twarynski,1.21,22
8479359,Beck Malenstyn,18.98,181
8479362,Riley Tufte,1.33,24
8479364,Tim Gettinger,0.8,16
8479365,Trent Frederic,53.84,338
8479366,Logan Brown,10.03,99
8479367,William Lockwood,4.68,54
8479368,Max Jones,50.31,284
8479369,Andrew Peeke,12.25,309
8479370,Tyson Jost,69.32,494
8479371,Dante Fabbro,16.99,377
8479372,Josh Mahura,10.25,260
8479373,Jonathan Dahlen,13.25,61
8479375,William Bitten,0,4
8479376,Victor Mete,12.74,248
8479378,Logan Stanley,7.87,202
8479379,Givani Smith,14.08,169
8479381,Nick Caamano,3.24,36
8479382,Connor Bunnaman,3.53,54
8479383,Boris Katchouk,19.08,176
8479385,Jordan Kyrou,104.24,416
8479387,Keaton Middleton,1.56,44
8479388,Riley Stillman,6.2,163
8479390,Taylor Raddysh,57.55,305
8479393,Noah Gregor,49.46,293
8479395,Dennis Cholowski,10,156
8479398,Samuel Girard,30.13,547
8479400,Pierre-Luc Dubois,162.05,598
8479402,Jake Bean,14.39,261
8479404,Henrik Borgstrom,10.58,111
8479407,Jesper Bratt,134.32,552
8479410,Mikhail Sergachev,48.21,552
8479411,Vitaly Abramov,0.53,5
8479413,Sean Day,0.03,2
8479414,Nathan Bastian,45.97,276
8479415,Michael McLeod,35.55,283
8479416,Ben Gleason,0.09,4
8479419,Brett Murray,3.19,26
8479420,Tage Thompson,127.37,448
8479421,Jacob Moverare,1.73,94
8479423,Alex Nylander,19.7,126
8479424,German Rubtsov,0.1,4
8479425,Filip Hronek,39.25,451
8479439,Jacob MacDonald,13.28,135
8479442,Troy Stecher,27.24,560
8479447,Anthony Greco,0.69,2
8479458,Nikita Zaitsev,18.55,482
